year	code	title	genre	directors	actors	story
196	10157	007 골드핑거	액션, 스릴러, 모험	가이 해밀톤	숀 코네리	영국 국적의 골드핑거(Auric Goldfinger: 거트 프로브 분)는 정식 금매매업자이며 국제 보석상이다. 그가 보유하고 있는 영국의 상당량의 금을 외국으로 반출시킨다는 정보는 있으나 증거가 없는 영국 은행에서는 007(James Bond: 숀 코넬리 분)에게 증거를 찾도록 M(M: 버나드 리 분)을 통해 임무를 내린다. 명령을 받은 007은 그에게 접근하여 두번의 골탕과 금전적 손실을 입히나 그 대가로 매스터슨(Jill Masterson: 셜리 엣톤 분 / Tilly Masterson: 타니아 말렛 분) 자매가 죽음을 당한다. 제네바까지 쫓아간 007은 골드핑거의 고급승용차인 롤스로이스 팬텀 3의 보디를 금으로 만들어 밀수한다는 사실을 알아낸다. 허나 그 와중에 007은 잡히게 되고 레이저의 위협도 받게 되는데.
196	10159	007 두번 산다	액션, 모험, 스릴러	루이스 길버트	숀 코네리	케이프캐나벨에서 발사된 미국의 로케트가 우주에서 정체불명의 우주선에 납치된다. 미국과 소련은 긴장하게 되고 영국이 중간에서 사건을 해결하기로 한다. 007(James Bond: 숀 코넬리 분)은 좀더 편한 신분으로 활동하기위해 살해당한 것처럼 위장을 하고 괴우주선이 착륙한 지점으로 의심이 가는 일본으로 간다. 일본지부의 도움으로 정보를 얻던 007은 오사토 화학 회사가 중국으로부터 로케트의 연료인 액체 산소를 가져온 것을 알고는 확신을 얻게 되는데 그 와중에 아키(Aki: 아키코 와카바야시 분)가 살해당한다.  [스포일러] 007은 의심이 가는 섬부근의 어부로 행세하기 위해 키시(Kissy Suzuki: 미 하마 분)와 위장 결혼을 한다. 결국은 그섬에 브로펠드(Ernst Stavro Blofeld: 도날드 프리젠스 분)의 로케트 기지가 있는 것을 알게 된다. 브로펠드는 납치해 온 또다른 소련 로케트를 발사하여 미국 로케트를 납치해 와 미국과 소련을 싸우도록 만들 계획을 세우고 있었다. 연락을 받고 달려온 닌자 부대와 브로펠드의 부하들과의 총격전이 벌어지고 007은 가까스로 납치 직전의 괴우주선을 폭파하고 키시와 탈출한다.
196	10155	007 살인번호	액션, 스릴러	테렌스 영	숀 코네리	제임스 본드 시리즈의 첫편. 본드(숀 코너리 분)는 영국의 비밀단체 요원의 불가사이한 실종사건을 수사하기 위해 자마이카로 보내진다. 그의 인생에서의 몇 번의 시도와 많은 불길한 조짐들이 007요원을 사악한 노(조세프 위즈맨 분)박사가 거주하는 은밀한 섬으로 이끌고...본드는 미모의 순수한 여인을 만나고 그들은 곧 냉혹한 과학자의 마수에 걸려들게 된다. 그는 그의 음모를 저지하려는 세력을 제거하려하는데...
196	10158	007 선더볼 작전	액션, 모험	테렌스 영	숀 코네리	스펙터 일당은 지부장 라르고(Emilio Largo: 아돌포 셀리 분)의 지휘로 NATO의 공군 조종사인 더빌 소령의 여비서 피오나(Fiona Volpe: 루치아나 파우루지 분)을 매수, 그를 죽이고 그와 똑같이 성형수술을 시킨 하수인을 MOS 핵폭탄 2개가 실린 NATO 연습기에 더빌 소령으로 위장시켜 태운 뒤, 다른 조종사들을 처치하고 핵폭탄을 탈취한다. 탈취에 성공한 스펙터는 7일 이내에 1억 파운드를 내놓으라는 메시지를 보내고 영국 정보부에서는 핵폭탄을 찾기위한 ‘선더볼 작전’의 임무를 007에게 명령한다. 휴양소에서 미녀 간호원(Paula Caplan: 마틴 베스윅 분)과 밀애를 즐기던 007(James Bond: 숀 코넬리 분)은 임무를 받고는 더발 소령의 여동생인 도미노(Domino Derval: 클라우딘 오거 분)에게 접근하는데 그녀는 오빠가 살해된 걸 모른 채 라르고의 여인으로 있었다. 007은 도미노에게 모든 사실을 알려주게 되고 라르고가 핵폭탄의 탈취 주범임을 확신하게 된다. 한편 자신을 추적해 오는 피오나의 유혹을 받다가 라르고 일당에게 사로잡히나 기지를 발휘하여 축제 속에서 피오나와 춤을 추다가 날아오는 총탄에 그녀가 맞게 하고 도망친다. 핵폭탄을 수중에서 옮기던 중 나토군과 수중에서 일대격전을 벌이게 된다. 혼자 도망친 라르고와 뒤쫓은 007은 쾌속으로 달리는 요트에서 격투를 벌이고 007에게 총을 겨눈 라르고의 등 뒤에서 도미노가 오빠의 복수로 작살총을 발사한다. 세워지지 않는 요트에서 뛰어내린 007과 도미노는 비행기의 구조용 자일에 매달려 푸른 하늘 위로 솟구쳐 올라간다.
196	10156	007 위기일발	스릴러, 모험, 액션	테렌스 영	숀 코네리	스펙터의 두목 블로펠트(안소니 도슨 분 / 에릭 폴만 목소리 분)는 러시아의 새 암호 해독기를 손에 넣으려고 한다. 그래서 터키에 있는 소련 암호부 여직원인 타티아나(다니엘라 비안치 분)를 이용한다. 당시 소련의 스메르쉬 작전국 국장으로 일했던 클래브 대령(롯테 레니아 분)은 충성심이 높은 그녀를 불러내고, 제임스 본드를 유인해 낸 후 함정에 빠뜨려서 죽이려고 한다.   실비아(유니스 게이슨 분)와 달콤한 시간을 보내던 제임스 본드는 국장의 호출을 받고, 무기 담당 Q에게서 비밀장치가 있는 가방을 받는다. 스펙터 일당과 KGB의 추척을 받던 국장과 본드는 KGB가 고용한 불가리아인 살인 청부업자 크릴렌쿠(프레드 해거티 분)를 저격하게 되는데...
196	69878	077 - 첩보작전		그렉 C. 톨라스	루이스 다빌라	
196	69879	077 - 특급 절대 절명		페데리코 아이카르디, 툴리오 델미첼리	브렛 할시, 마릴루 톨로	
196	22301	0시의 부르스		전우열	윤정희, 박노식, 이대엽	동경으로 급파된 한국 정보원 정식이가 임무를 수행하던 중 조총련 행동대에게 납치 감금된다. 그러나 그는 지난 날을 뉘우치고 있는 조총련의 한 여간부 손에 의하여 구출된다. 그리하여 전화위복으로 그는 그동안에 얻은 정보에 의하여 조총련의 요인 암살음모를 사전에 분쇄한다.
196	134069	1001 아라비안 나이트 	애니메이션, 판타지	잭 키니	짐 바쿠, 캐스린 그랜트, 두아인 히크먼	
196	21810	12인의 야도		강찬우	신영균, 엄앵란, 박노식	폭군 광해군에 의하여 억울한 죽음을 당한 많은 충신들의 후손 12명이 능양대군을 추대하여 반정에 성공하니 그들은 어버이의 원한을 풀고 정사를 바로 잡더라.
