year	code	title	genre	directors	actors	story
1997	25033	2103 데들리 웨이크		필립 잭슨	말콤 맥도웰, 마이클 파레	거대한 선박 운송업체 프락세이를 위해 일해온 머독 선장(Captain Sean Murdoch: 말콤 맥도웰 분)은 프락세이의 차기 대표를 노리는 야심찬 여인 클리프턴(Clifton: 샌디 카이저 분)의 음모에 휘말려 폐인이 된다. 알콜중독자로 전락한 그에게 어느날 의문의 여인 마틴(Martine Quiller: 기네스 월쉬 분)이 선박 운송을 제의한다. 그가 운반할 물건은 나이지리아인들을 위한 식료품. 그녀의 제의를 자신에게 주어진 마지막 기회다 여긴 머독은 선장직을 맡기로 한다. 항해 도중 지하실에서 강력한 성능의 폭탄들이 대량 발견된다. 당황한 머독 일행이 마음을 가다듬을 틈도없이 곧이어 쏟아지는 나이지리아 국경 수비대의 무차별 공격. 순탄한 향해를 예상했던 머독은 뜻밖에 죽음의 위협들이 닥쳐오자 대원들에게 비상상태를 알린다. 배 안은 온통 아수라장으로 변하고, 머독은 단순한 식품으로만 생각했던 배 안의 화물이 '클라리온'이라 불리는 맹독성 불법 화학물이었음을 밝혀낸다. 머독을 더 큰 총격으로 빠뜨린 것은 그에게 운송을 부탁했던 마틴이 바로 클리프턴의 하수인이었다는 사실. 한편 마틴의 정부인 존은 머독의 배에 탑승한 후 줄 곧 그의 일거수 일투족을 마틴에 보고하던 중 그녀가 자신을 배신했음을 알게 된다. 배안의 상황은 점점 더 빠른 속도로 악화되고, 존과 머독은 살아남기 위한 마지막 방법을 찾아 나서는데.
1997	18310		
1997	18599		
1997	62534	X 게임	스릴러	엠마뉴엘 그리센티	도미지아노 아칸겔리	
1997	24800	건륭대제			고천락, 옹홍, 강대위	만주족 천하의 청조 시대의 현명한 황제 견륭제를 소재로 한 시리즈 사극물. 한족 여인의 소생이라는 출생의 비밀을 갖고 있으며, 현대 역사 속에서도 수수께끼로 남아있는 미스터리한 인물 건륭대제의 역사적 배경을 토대로 꾸며진 역사 무협 시리즈다. 유덕화가 부른 주제가를 사용하였다. 청나라 옹정제는 두 왕자 홍주와 홍력을 유달리 아낀다. 그 중 홍력은 타의 추종을 불허할 정도로 다방면에 재능이 특출해 황제의 특별한 총애를 받는데 홍주가 이를 점점 시기하게 된다. 황제는 노환으로 몸져 눕게 되어 급히 왕위계승에 대한 유서를 작성하고 홍주는 황제가 홍력을 점찍었음을 알게 된다. 권력에 대한 야심으로 홍주는 수단과 방법을 가리지 않고 홍력을 없애버리려 하지만 최고의 무림 고수인 증정이 홍력을 줄 곧 보위하고 있다. 한편 홍력은 홍주의 꾀임으로 궁바깥을 유람하다가 명조 부흥을 외치는 무리들에게 붙잡힌다. 그곳에서 홍력은 소옥과 금봉이라는 두 여인을 만나는데 미모가 빼어난 그녀들은 동시에 홍력을 좋아하게 된다. 그러나 홍력은 소옥에게만 마음을 주어 금봉의 질투심을 자극한다. 수 많은 음모와 위협을 이겨내고 결국 홍력은 왕위를 획득해내지만 사랑과 권력을 동시에 차지할 수는 없었다. 소옥은 궁안의 암투와 홍력의 야망에 환멸을 느껴 자결하고 만 것이다. 온갖 괴로움이 홍력을 주춤거리게 하지만 그는 청조의 현제 건륭황제로서 역사에 길이길이 남는다.
1997	29690	검으나 땅에 희나 백성		배용균	전규수, 김미진	신원미상의 인물 'ᄒ'은 가상의 공간으로 여겨지는 해천에 나타난다. 어쩌면 존재하지 않았을 시간과 공간 속에서 유폐된 'ᄒ'이 몽유병자처럼 환상과 실제, 꿈과 현실 사이를 방황하며 찾아헤매는 과거는 비록 시간의 사태 아래 묻혀 있지만 그의 열망만큼이나 그 시제가 현재화되어 있다. 출구가 입구로 봉해진 폐쇄 공간, 해천은 현재와 과거가 혼재하는 곳이다. 그곳에 때때로 출몰하는 인물들은 과거의 미아들이며 망령들인 듯하다. 과거를 찾아헤매는 'ᄒ'은 현재로부터 유배된 인물이다. 그들은 서로 운명적으로 내통하여 40년이라는 시간의 퇴적층아래 매장되어버린 삶의 비밀을 나누어 품고 있다. 'ᄒ'은 지난 40년간의 헝클어져버린 인생의 실타래를 풀어 얽힌 매듭의 원점을 찾아간다. 40년의 시간을 되새김질하여 아득한 기억속의 샘을 찾아 과거로 떠난 'ᄒ'의 목적지는 실은 구원의 원형, 낙원의 원형인 듯하고, 'ᄒ'의 이러한 퇴행적 여정은 구원을 향한 성지순례로 여겨진다. 그러나 그가 종국에 가서 당도한 성단에는 그의 낙원과 지옥이 함께 자리하고 있음을 'ᄒ'은 목도하게 된다
1997	24897	고스트 파트너		제라드 우리	필립 느와레, 제라르 쥐노, 샤롯 카디	우연찮게 죽음을 맞은 주인공들이 유령이 되어 복수를 하는 이야기. 억만장자 필립(Philippe Bruneau-Tessier: 필립 느와레 분)은 회의 중에 몸이 아파서 일찍 들어가려고 한다. 하지만 운전기사인 죠지(Georges: 제라르 주노 분)가 경마권을 샀다가 당첨이 되어 필립의 기사 노릇을 그만두려 하자 두 사람은 길가에서 실랑이를 벌인다. 그런데 난데없이 나타난 갱들의 총격에 죠지는 어이없게도 그 자리에서 즉사한다. 육신은 죽었지만 영혼은 천국도 지옥도 가지 못한 채 세상을 떠돌게 된 죠지. 유령이 되어 찾아간 애인 지젤(Gisele: 샤롯 케이디 분)의 집엔 다른 남자가 와 있고 그 두 사람이 죠지의 당첨금을 가로채려 하자 죠지는 분노와 배신감을 느낀다. 한편 집에 돌아온 필립은 우연히 부하 직원인 에드워드가 회사의 돈을 가로챈 사실을 알게 된다. 그는 범행을 자백받아 녹음할 수 있도록 녹음기를 준비해 놓고 에드워드를 부르는데, 에드워드와 말다툼을 벌이던 필립은 에드워드에게 목이 졸려서 죽게 된다. 그 역시 영혼이 남아서 세상을 떠돌게 되는데, 죽어서 다시 만난 죠지와 함께 복수의 방법을 모색한다. 필립은 에드워드의 목적이 필립의 아들 세바스찬 대신 회사의 경영권을 받는 것임을 알게 된다. 살인 증거를 없애려고 녹음기를 찾아 다니는 에드워드는 필립의 아들이 눈치챈 것을 알고 그를 위협한다. 필립과 죠지는 온갖 유령 소동을 부려 세바스찬을 구하고, 에드워드는 갑자기 나타난 필립의 환영에 놀라서 헛발을 디뎌 낙사하고 만다. 결국 악당 에드워드는 지옥으로, 착한 필립과 죠지는 천국으로 가게 된다.
1997	18317		
1997	38137	그대 그리고 나	드라마		최진실, 양택조, 최불암	
1997	18321		
