year	code	title	genre	directors	actors	story	
197	10165	007 나를 사랑한 스파이	스릴러, 액션	루이스 길버트	로저 무어	해저 500피트에 있던 소련의 핵잠수함 포템킨호가 사라진다. 소련 KGB는 잠수함이 사라진 이유를 밝히기 위해 첩보원 트리플 X(Major Anya Amasova: 바바라 바크 분)를 파견한다. 한편 영국 정보부에도 비상이 걸린다. 16개의 핵탄두가 실린 핵잠수함 1척이 사라진 것이다. 오스트리아에서 휴가를 즐기다 본부의 긴급호출을 받고 온 본드(James Bond: 로저 무어 분). 누군가 추적장치를 이용하여 잠수함들을 납치한 것이었다. 추적장치는 바로 세계적인 갑부이며 해양학자인 칼 스트롬버그(Carl Stromberg: 커드 유겐스 분)가 두 명의 과학자를 동원하여 만든 것으로, 추적장치의 설계도가 든 마이크로필름이 외부로 유출된 상태다. 한편, 사건조사를 위해 이집트로 간 본드는 정보를 제공할 훼케시(Fekkesh: 나딤 사왈라 분)가 죠스(Jaws: 리차드 킬 분)에게 살해되는 것을 목격하고, 그의 수첩에서 막스 칼바와의 약속 일정을 알아낸다. 역시 훼케시를 쫓던 트리플 X와 함께 막사 막스를 만나지만, 그 역시 죠스에게 당하고 만다. 죠스의 차에 몰래 탄 본드와 트리플 X는 마이크로필름을 찾기 위해 죠스와 대결, 무지막지한 죠스로부터 간신히 필름을 구한 후 빠져나온다. 나일강가로 무사히 도망친 본드와 트리플 X. 그러나 트리플 X는 본드를 마취가스로 잠재운 후 필름을 가지고 도망친다. 이집트의 영국 정보부. 영국은 자신들과 마찬가지인 소련의 KGB와 협력하여 사라진 핵잠수함을 찾기로 합의한다. 그리고 그들은 빼앗아온 필름을 조사하여 칼 스트롬버그라는 인물에 접근하게 된다. [스포일러] 해양학자 스털링 부부로 위장한 본드와 트리플 X는 칼 스트롬버그의 연구소에 초대받아 가지만, 이들의 정체를 알고 있는 스트롬버그는 본드를 없애라는 지시를 내린다. 수륙양용 자동차와 신형무기를 이용하여 스트롬버그의 부하들을 따돌린 본드와 트리플 X. 본드와 트리플 X는 스트롬버그의 연구소에서 알게 된 100만톤짜리 유조선 리파루스호의 존재를 의심하여 추적하기 시작한다. 미국 잠수함의 도움으로 리파루스호를 찾던 두 사람. 그러나 오히려 리파루스호에 의해 잠수함 채로 사로잡힌다. 스트롬버그는 핵탄두로 뉴욕과 모스크바를 공격하여 전세계를 멸망시키고, 해저에 새로운 세계를 만들려는 야욕을 갖고 있었다. 스트롬버그의 명령에  따라 각각의 잠수함은 핵무기를 탑재하여 뉴욕과 모스크바를 향한다. 그리고 그는 트리플 X만을 데리고 유조선을 나와 자신의 해양연구소로 간다. 한편, 인질로 잡힌 승무원들을 모두 구한 본드. 승무원들과 유조선원들 사이에는 총격전이 벌어지고 결국  승무원들은 유조선을 장악하기에 이른다. 하지만, 벌써 잠수함은 각각 발사 위치에 가있고, 남은 시간은 불과 4분 여. 본드와 승무원들은 컴퓨터로 2대의 잠수함이 서로 목표가 되게 하여 인류의 멸망을 막는데 성공한다. 유조선을 폭파시킨 후 잠수함으로 탈출한 본드. 그리고 단신으로 해양연구소에 들어가 스트롬버그를 없애고 트리플 X를 구한 후 무사히 탈출한다.
197	10162	007 다이아몬드는 영원히	액션, 모험	가이 해밀톤	숀 코네리	남아프리카에서 밀수된 엄청난 양의 다이아몬드가 사라지자 영국 정보부는 제임스 본드에게 다이아몬드 추적을 지시한다. 본드는 관련자들을 한 명씩 추적하며 라스베이거스까지 오게된다. 그 과정에서 관련자들이 차례대로 살해되고 본드도 몇 차례 위기를 넘긴다. 악당 블로펠드는 다이아몬드를 탈취하여 레이저 빔을 이용한 특수무기를 만들고 이 무기로 세계각국의 군사시설을 파괴하여 위력을 보인 후 적성국가에 팔려고 한다.본드는 블로펠드의 기지에 뛰어들어 블로펠드의 음모를 제거하고 일당을 모두 처치한다.
197	10163	007 죽느냐 사느냐	액션, 모험	가이 해밀톤	로저 무어	뉴욕, 뉴올리언즈, 카리브해의 산모니크에서 영국 정보부 요원 셋이 살해된다. 세 사건이 서로 연관된 것이라 생각한 정보부는 007에게 사건을 조사하도록 명령한다. 한편, CIA에서는 산모니크의 지배자 카낭가를 감시, 도청하고 있다. 미국에 도착하여 CIA로 향하던 007은 괴한의 습격을 받지만, 펠릭스의 도움으로 위기를 면하고, 자신을 습격한 차량의 소유자가 흑인가의 한 가게 주인임을 알아낸다. 가게를 찾아간 007은 카드점으로 모든 일을 알아내는 솔리테어라는 젊은 여자를 마주치게 되고, 이곳 흑인들이 미스터 빅이라는 갱의 부하들이며 카낭가와 손잡고 있음을 알게 된다. 카낭가를 뒤쫓아 산모니크로 향한 007은 자신을 도와줄 정보원 로지와 함께 보트로 바다낚시를 하는 척 위장하며 섬 주변을 조사한다. 한편, 여전히 카드점으로 007의 일거수일투족을 예언하던 솔리테어는 카낭가의 위협과 007에 대한 감정으로 거짓 예언을 한다. 행글라이더를 이용해 몰래 솔리테어의 방에 들어간 007. 솔리테어는 007 때문에 마음이 흔들리고, 결국 007에 대한 사랑으로 인해 자신의 초능력이 없어졌음을 고백한다. 007은 솔리테어와 함께 나가고, 둘의 행동은 섬 주민들에 의해 낱낱이 보고된다. 카낭가의 부하들에게 쫓기던 007과 솔리테어는 무사히 탈출하고, 그 와중에 007은 카낭가의 섬에서 대규모의 양귀비가 재배되고 있음을 파악하는데. [스포일러] 죽은 해밀턴 요원의 사건을 조사하기 위해 뉴올리언즈에 간 007과 솔리테어는 미스터 빅의 부하들의 습격을 받는데, 007은 무사히 빠져나오지만 솔리테어는 미스터 빅에게 끌려간다. 펠릭스와 함께 미스터 빅의 본거지인 술집으로 간 007은 밀실에서 솔리테어, 미스터 빅과 대면하는데 그가 바로 카낭가였다. 카낭가는 미스터 빅이라는 또다른 인물을 내세워 자신의 섬에서 재배되고 있는 양귀비를 제조, 모든 마약 판매를 독점하려는 것이 목적이었다. 카낭가는 007의 행동을 예언하던 솔리테어의 초능력을 의심하고, 그녀가 007을 사랑하게 된 것을 알고 크게 분노한다. 카낭가의 농장으로 끌려간 007은 악어들에게 던져지지만, 오히려 악어를 카낭가의 부하들에게 유인하는 재치를 발휘하여 빠져나오고, 농장에 있는 아편 실험실을 불태워버린다. 그리고 007을 뒤쫓아온 카낭가의 부하들과 강, 들판, 도로를 따라 쫓고 쫓기는 모터보트의 대 추격전을 벌인다. 한편, 카낭가는 솔리테어를 데리고 산 모니크로 돌아가고, 007과 펠릭스는 솔리테어를 구하기 위해 이들의 뒤따라간다. 의식의 제물로 바쳐지던 솔리테어를 빼내 카낭가의 지하 비밀통로로 들어간 007. 그곳은 바로 카낭가가 마약을 몰래 운반하던 곳이었다. 결국 카낭가는 007에 의해 온몸이 폭파되어 죽음을 맞고, 007은 솔리테어와 함께 뉴욕행 기차에 오른다.
197	10160	007 카지노 로얄	코미디, 액션, 모험	존 휴스턴, 켄 휴즈, 발 게스트	피터 셀러스, 우슬라 안드레스, 데이빗 니븐	
197	10164	007 황금총을 가진 사나이	액션	가이 해밀톤	로저 무어	어려서부터 서커스단에서 자란 스카라망가(Francisco Scaramanga: 크리스토퍼 리 분)는 총쏘는 일을 유일한 즐거움으로 알고 사는 사나이로 한 건당 백만 불이란 거액을 받고 살인을 대행하는 살인청부업자다. 그의 특이한 것은 신체적으로 유두가 세 개라는 점과 황금으로 된 총과 총알을 사용한다는 점이다. 세계의 에너지 위기를 해결해 줄 태양전지를 발명한 깁슨이라는 사람을 찾는 임무를 맡은 제임스 본드(James Bond: 로저 무어 분)가 하루는 본부에 호출을 당한다. 본드 앞으로 스카라망가의 총알이 우편으로 온 것. M 본부장(M: 버나드 리 분)은 본드에게 신변이 위험하니 일이 해결될 때까지 휴가를 지내라고 명령한다. 본드는 자기가 스카라망가를 먼저 잡으면 될 것이라고 하면서 스카라망가를 잡는 일에 착수한다. 본드는 총 제조업자 라자(Lazar: 마네 메이트랜드 분)를 찾아가 황금 총알이 스카라망가에게 전해지는 루트가 그의 애인 앤더스(Andrea Anders: 모드 아담스 분)임을 알아낸다. 본드는 곧장 그녀를 찾아가 스카라망가에 대한 정보를 알아낸다. 그리고 스카라망가인 척하고 거대한 기업주 하이팻 회장(Hai Fat: 리차드 루 분)의 집을 찾아가는데. [스포일러] 본드임을 이미 알고 있는 하이팻 회장은 영국의 비밀경찰이 개입했다는 사실때문에 스카라망가와 다투다가 스카라망가에게 살해된다. 앤더스는 스카라망가로부터 벗어나고 싶다며 본드를 찾아와 도움을 부탁한다. 본드는 그 대가로 스카라망가가 깁슨을 죽이고 갖고 있던 태양전지를 가져올 것을 요구한다. 본드는 가까스로 태양전지를 동료인 굿나잇(Mary Goodnight: 브릿 엣클랜드 분)에게 넘기는데 성공하지만, 스카라망가는 굿나잇을 차 트렁크에 실은 채 본드를 따돌리고 도망친다. 본드는 동료 굿나잇을 구하고 태양전지를 되찾기 위해 중공 영해상의 조그만 섬에 태양에너지 발전소를 설치해 놓은 스카라망가를 찾아간다. 결투 끝에 스카라망가는 숨을 거두고 본드는 또다시 세계를 악당으로부터 구해낸다.
197	10161	007과 여왕	액션, 모험, 스릴러, 멜로/로맨스	피터 헌트	조지 라젠비	본드(James Bond: 죠지 라젠비 분)는 해변에서 자살을 기도하던 아가씨를 구해준다. 그 아가씨는 유럽 최고 범죄조직의 두목 드라크(Marc-Ange Draco: 가브리엘 페르제티 분)의 딸인 트레이시(Tracy: 다이아나 리그 분)였고 이것이 인연이 되어 둘은 사랑하게 된다. 본드는 드라크의 도움으로 브로펠드(Ernst Stavro Blofeld: 텔리 사라바스 분)가 스위스에서 브로샹 알레르기 연구소를 운영하며 전세계의 알레르기 체질 미녀를 모아서 치료를 하고 있다는 것을 알아낸다.
197	21803	10대의 영광		고영남	김희라, 이순재, 한혜경	소년수에게 가혹한 형벌보다 인간적인 대우를 해주고 삶의 격려와 사랑을 베풀어준다면 더 빨리 마음을 잡을 수 있다는 홍종식 교도관은 인천 소년 교도소에다 세계 최초로 수인 소년단을 창설하여 충의의용대라 이름지어 강한 정신훈련과 정신교도에 앞장선다. 그들은 죄수들의 모범으로 부각되었으며 자랑거리였다. 그러던 어느날 뜻밖에 충의대원의 한사람인 남석용이 탈출한다. 홍교도관은 소장에게 자신이 대신 복역하겠다는 각오로 20명의 충의대원으로 그를 찾겠다고 말한다. 석용이 불량배로부터 여자친구를 구해낼 무렵 홍교도관은 약속시간이 넘어 절망속을 헤맨다. 창단식 때를 회상하고 있을때 충의대 일행과 석용이 들어온다. 참회의 눈물을 흘리는 석용, 그러나 따뜻이 맞이하는 홍교도관도 또한 울고있다.
197	74533	119 구조대	드라마, 모험, 액션	조지 페너디, 크리스찬 I. 나이비 2세, 데니스 도넬리	랜돌프 맨투스, 케빈 타이게	
197	21808	12인의 하숙생	드라마, 멜로/로맨스	석래명	도금봉, 오혜진, 유장현	남궁여사가 경영하는 하숙집에는 택시 운전수, 대학생, 은행원, 호스테스, 간호원등 12명이 하숙을 한다. 운전수 강태주는 주인 딸 혜진이를 사랑하지만 혜진은 불응하는 태도이다. 대학생 김인태는 고시공부하는 책벌레며 간호원 백수연을 사모한다. 또한 마담장은 은행원 윤영길을 유혹하나 윤영길은 호스테스 노호자에게 접근한다. 이집에서 가장 쓸쓸한 허일만씨는 처와 자식을 찾기위해 서울로 올라와 외롭게 지내며 그들을 찾고 있다. 진수와 미야가 고아라는 이유로 부모님의 의사를 거역하고 사랑의 도피를 해오던 중 결국 12인의 하숙생이 힘을 모아 두 젊은이를 결혼시키기에 이른다. 그때 허일만씨는 진수 어머니를 목격하고 놀랜다. 그녀가 바로 자기 처이며 진수는 아들이었다. 결혼식이 끝나고 허일만씨는 쓸쓸하게 어디론가 떠난다.
197	21804	13세 소년		신상옥	강신성일, 김정훈, 나하영	6.25격전지의 유격대장인 강소위는 마을을 습격해서 적의 후방 교란을 꾀한다. 끝까지 항거하던 김홍길이라는 열세살의 적 소년을 포로로 잡는다. 그 소년은 적이 주는 밥을 먹을 수 없다는 식의 철저히 제한된 한개의 마네킹이라고나 할까, 그러나 강소위는 온갖 정성을 다해서 그를 어린아이 본연으로 돌려 놓는다. 강소위의 애인 선희와의 가교 역할을 하여, 소년은 병영 속에서 이 부대의 마스코트가 되어 버렸으며 이제는 강소위와 떨어져서는 한시도 살 수 없는 그런 사이가 된다. 적의 공격으로 강소위의 부대는 완전 포위된다. 적이 포위망을 시시각각 좁혀오자 홍길은 적진을 행해 뛰어나가 총성과 함께 쓰러진다. 강소위는 숨진 홍길을 안고 걸어가며 외친다. "나는 끊임없이 저주하겠다. 겨우 열세살 난 것이.... 제까짖게 누굴 구한다구! 어린앤, 어린앤 그러면 못쓰는거야!"
