year	code	title	genre	directors	actors	story	
195	21799	10대의 반항		김기영	황해남, 엄앵란, 조미령	제2회 국산영화상 남우주연상(황해남), 제4회 샌프란시스코영화제 소년특별연기상 수상.어느 악질적인 두목 밑에서 10대의 불량아들이 집단을 이루어 소매치기와 절도를 일삼으며 생활한다. 버림받은 그들의 세계에도 순박한 사랑의 꽃은 핀다. 그러나 악질적인 두목은 그 사랑마저도 용납하지 않는다. 한편 끈질긴 수사 끝에 이들 10대의 소굴을 알게 된 민완형사는 악질 두목을 체포하고 10대의 불량아들을 선도하여 악의 세계로부터 발을 씻게 해준다.
195	21462	3인의 신부		김수용	도금봉, 복혜숙, 김승호	시골서 자란 3형제가 대망의 꿈을 안고 서울로 상경하여 저마다 취직하고 돈을 번다. 그러는 동안에 사랑도 했다. 그리하여 3형제는 3인의 신부를 맞아 합동결혼식을 올리게 된다는 내용의 코미디물.
195	21389	40대 여인	멜로/로맨스	반석	김정임, 반석, 김영미	40대 여인인 그녀는 광산회사 여사장이다. 그녀에게는 가정교사이자 비서 격인 민호가 딸려 있었다. 그녀는 그를 사랑한다. 하지만 그에게는 20대의 젊은 애인 영미가 있었다. 민호를 사이에 두고 일어나는 40대 여인과 20대 여인의 갈등과 시기와, 그러나 마침내 민호는 영미와의 장래를 약속하게 되고 40대 여인인 그녀는 황혼기에 접어든 자신의 초조한 모습을 외로이 돌아보며 새 길을 찾아 간다.
195	23314	72호의 죄수		김을백	독고성, 고선애, 이예춘	불우하게 살아온 젊은 죄수 독고성은 형무소를 탈옥하여 쫓김을 당한다. 이 사건을 담당한 형사는 그의 동료와 애인을 찾아 다니며 자수할 것을 종용하지만 그는 말을 듣지 않는다. 하는 수 없이 형사는 그의 체포를 결심한다. 그러면서도 끝까지 설득을 포기하지 아니함으로써 마침내는 그로 하여금 참회하고 자수케 하여 갱생의 앞날을 약속받게 한다.
195	10237	7년만의 외출	코미디	빌리 와일더	마릴린 먼로, 톰 이웰	편집인인 리처드(Richard Sherman: 톰 이웰 분)는 부인과 아들을 피서지에 보낸 후, 오랜만에 혼자 생활을 하며 해방감을 맛본다. 그때 불현듯 그의 마음을 사로잡은 생각이 "만약 내가 바람을 피워본다면"이라는 것. 마침 같은 아파트 2층에 말할 수 없이 아름다운 금발 미녀가 이사를 온다. 우여곡절 끝에 그녀를 자기 아파트로 초대하는데, 리처드에겐 선천적으로 과대망상벽이 있다. 아가씨를 초대해놓고 그녀가 나타나길 기다리는 동안, 그는 혼자 간호원과 연애를 한다거나 자기 여비서와 맹렬한 사랑에 빠지는 등의 황당무계한 망상에 빠져든다. 한편 금발 미녀와의 이상한 상상에도 탐닉해 있을 즈음, 피서지의 아내로부터 전화가 걸려온다. 아내는 그곳에서 리처드의 친구인 탐을 만났다고 말한다. 리처드는 이제 아내의 거동을 불안하게 느끼고 별의별 망상을 다한다. 다음날 리처드는 자기망상의 원인을 한 의사의 연구 논문에서 찾아낸다. 그 의사는 "모든 남자는 결혼 7년째에 이르면 바람을 피고 싶은 충동에 시달린다"고 주장한다. 그의 망상벽은 한층 심해진다. 그가 금발 아가씨에 대한 관심을 갖게 되면서부터, 망상의 불안하고 그로테스크한 정도가 심화되는 것 같았다. 예컨대, 금발 미녀가 갑자기 TV방송에 나와 자기와 리처드와의 수상한 관계를 까발리는 등의 망상은 리처드를 완전히 녹초상태에 빠지게 한다. 초조해진 그는 아가씨를 유혹해 함께 영화를 보러간다. 영화관에서 나온 직후, 유명한 지하철 통풍구 씬이 등장한다. 그날밤 금발 미녀는 날씨가 너무 덥다고 냉방장치가 있는 리처드의 방으로 와서 하루밤을 지내게 되나 두 사람 사이에는 아무 일도 없었다. 하지만 리처드는 이번엔 아내가 자신에게 피스톨을 쏘는 망상때문에 실신지경이 되고 만다. 다음날 상냥하고 마음씨 친절한 아가씨의 보살핌으로 겨우 기력을 회복한 리처드. 입에 아가씨가 찍어놓은 감사의 키스 마크를 간직한 채, 모든 망상을 청산하고 유쾌히 아내와 아들이 있는 피서지에 합세하러 떠난다.
195	23318	7일간의 애정		장황연	이승화, 염매리, 김승호	계모에게 빠진 아버지의 냉대로 아들 기웅은 회사 자금을 훔쳐 땐서인 옥경과 함께 불국사로 도피행각을 한다. 그러나 그의 번민은 쾌락 속에서도 나날이 더해갔다. 그는 마침내 자살을 기도한다. 그러나 옥경의 발견으로 자살은 미수에 그치고 만다. 옥경은 그를 끈질기게 설득한다. 그리하여 마침내는 그로 하여금 경찰에 자수케하여 밝은 앞날을 기약케 한다.
195	22960	J의 애정		안낙원	박경주, 강미애, 김동원	그는 이미 가버린 옛애인을 못잊어 하던중 20년이 흘러간 어느날, 장성한 그녀의 딸을 만나게 된다. 그녀의 딸은 곧 자신의 딸이기도 했다. 그는 열심히 딸의 뒤를 보살펴 준다. 딸은 그가 아버지인 줄 모르고 그에게 사춘기의 연정을 느끼기 까지 하지 않는가.그는 할수없이 자신이 아버지임을 고백한다. 그리곤 착실한 청년과 짝지어 준 다음 옛추억을 되씹으며 홀홀히 떠나 버린다.
195	10070	OK 목장의 결투	서부, 액션, 스릴러	존 스터지스	버트 랭커스터, 커크 더글러스	전직 치과의사였던 닥 할리데이(Dr. John 'Doc' Holliday: 커크 더글라스 분)는 서부에서 가장 빠른 총잡이면서 떠돌이 도박사로 변한다. 형의 복수를 하겠다고 대들던 악당 한 명이 닥한테 죽음을 당하자 닥은 살인죄로 갇히고, 분노한 주민들이 닥을 교수형 시키려고 하자 마침 이곳을 찾아왔던 전설적인 보안관 와이어트 어프(Wyatt Earp: 버트 랭카스터 분)의 도움으로 피신한다. 얼마 후 닥은 와이어트가 보안관으로 있는 닷지 시티에 나타나고 두 사람은 운명적으로 다시 만난다. 은행 강도범들이 닷지 시티로 오고 있다는 정보를 받은 와이어트가 조수들이 없어 난감해하자 닥이 자청해서 나서고 두 사람이 합세해서 강도범들을 처치한다. 와어어프는 보안관을 그만두고 여자 도박사인 로라(Laura Denbow: 로다 플레밍 분)와 결혼하려고 했으나 톰스톤 마을의 보안관인 동생 버질(Virgil Earp: 존 허드슨 분)의 긴급지원 요청을 받고 닥과 함께 톰스톤에 도착한다.
195	18642	가거라 슬픔이여		조긍하	최은희, 김웅	서울의 실업가 재수는 부산에 출장을 갔다가 어느 그릴에서 일하고 있는 분이를 일시적으로 농락했다. 하지만 순진한 분이는 재수의 약속을 철석같이 믿고 그와의 사이에서 임신한 아이 영옥을 낳고 산후병으로 죽고 만다. 영옥은 춘삼이라는 껌팔이 할아버지 손에서 자라난다. 어느날 부산에 출장 간 재수는 자기가 탔던 차에 영옥을 치인다. 재수는 영옥을 안고 병원으로 달려간다. 거기서 재수는 영옥이가 품에 간직했던 사진 한장을 발견하곤 까무라치게 놀랜다. 그 사진은 바로 그 옛날 분이와 함께 나란히 찍었던 자신의 사진이 아닌가. 그리하여 영옥은 아버지 품에 안겨 서울로 올라간다.
195	18647	가난한 애인들		한형모	최은희, 이수련	최동주(최은희 분)는 어느 시골의 유치원 보모다. 그녀는 외국유학을 마치고 돌아온 유치원 경영주의 아들 윤동(이수련 분)과 사랑하는 사이가 되었다. 그러나 윤동의 부모의 강력한 반대에 부딛친다. 그럴 수록 그들의 사랑은 더욱 도를 더해갔다. 그리하여 끝내는 사랑과 설득으로 부모들을 이해시키고 만인의 축복 속에 결혼식을 거행하는데 성공한다.
