year	code	title	genre	directors	actors	story
2011	72327	127 시간	모험, 드라마, 스릴러	대니 보일	제임스 프랭코	남은 건 오직… 로프, 칼 그리고 500ml 물 한 병 뿐… 상상조차 할 수 없는 127시간의 간절한 사투가 시작된다! 2003년 미국 유타주 블루 존 캐년, 홀로 등반에 나선 아론(제임스 프랭코)은 떨어진 암벽에 팔이 짓눌려 고립된다. 그가 가진 것은 산악용 로프와 칼 그리고 500ml의 물 한 병이 전부. 그는 127시간 동안 치열한 사투를 벌이며 자신의 지난 삶을 돌아보게 되고 이 과정에서 그는 친구, 연인, 가족 그리고 그가 사고 전에 만난 사람들을 떠올린다. 그는 생사의 갈림길에서 마침내 살아남기 위한 결심을 굳히고, 탈출을 위해서는 자신의 팔을 잘라야 하는데……
2011	77990	13인의 자객	액션, 모험, 드라마	미이케 다카시	야쿠쇼 코지, 야마다 타카유키	구도 에이이치의 동명의 작품(1963년 작)을 미이케 다카시가 초호화 캐스팅을 동원하여 리메이크한 사무라이 영화.막부시대에 쇼군의 동생이자 포악한 영주인 나리츠구를 암살하기 위해 쇼군의 최측근인 도이의 요청으로 신자에몬을 중심으로 13인의 자객이 모인다. 그들은 나리츠구가 에도에서 돌아오는 길에 거사를 행하기로 한다. 그러나 나리츠구의 경호대장 한베이 역시 신자에몬의 계획을 눈치채고, 그에 대한 대비책을 세운다.
2011	90307	18禁 린코 2	코미디, 에로	조조 히데오	타시로 사야카, 카와이 류노스케	불우한 어린 시절을 보낸 린코는 오갈데 없는 신세로 이곳 저곳을 전전하다 비디오 회사인 바 기획에 들어가 일을 하게 되고, 자신과 같은 처지의 아는 언니 사쿠라코를 만나 함께 일하게 된다. 그러나 사쿠라코가 진 빚을 회사가 보증을 서게 되고 회사가 넘어갈지 모르는 위험에 처하게 된다. 린코는 비디오 황제가 주최하는 비디오 작품 대회의 상금이 엄청나다는 것을 알고 대회에 출전하자고 한다. 출전하기로 한 사장을 비롯한 회사 동료들은 여배우를 찾으러 사방을 돌아다니다 남자에게 실연당한 다미코를 발굴한다. 그리고 작품을 찍어 대회에 제출해 공동우승을 한다. 결국 회사는 안정되고 사쿠라코는 아버지인 비디오 황제를 만나고 린코는 의학공부를 하는 꿈을 이루게 된다.
2011	82680	2010 빅뱅 라이브 콘서트 BIGSHOW	공연실황	손석	G-DRAGON, T.O.P, 태양	대한민국을 대표하는 남자 아이돌그룹 빅뱅에게는 매년 치러야 할 관문이 있다. 바로 팬들과 만나는 콘서트 ‘빅뱅 빅쇼’가 그것. 지난 2010년 1월, 5명의 남자가 TV에선 보여줄 수 없었던 모든 것을 토해냈던 현장이자 이제는 전설이 된 그 무대. 5만명이 열광했던 현장을 3D의 감동과 압도적인 사운드로 다시 만난다!참고. 2010년 1월 29일~31일에 걸쳐 3일간 진행된 콘서트 실황 중 DVD에 수록 되지 않은 콘서트 첫날 만을 담아 3D 테크놀로지와 사운드를 더해 제작된 공연실황 영상.
2011	88285	2011 칸 라이언즈 수상작 A편				2011 칸 라이언즈 크리에이티비티 페스티벌 필름 부문 수상작 상영
2011	88286	2011 칸 라이언즈 수상작 B편				2011 칸 라이언즈 크리에이티비티 페스티벌 필름 크래프트 부문 수상작 상영
2011	89772	20년 전의 약속	다큐멘터리	송기윤		세상에서 가장 따뜻했던 한 여인을 사랑한... 두 남자의 뜨거운 등반! 아버지와 나란히 에베레스트 정상에 오른 아들이 있다. 국내에선 처음이고, 세계에선 두번째다. 산악인 허영호씨와 아들 허재석씨가 주인공. 이들의 에베레스트 정상 정복에는 단순히 부자가 함께 올랐다는 것 이상의 의미가 있다. 해발 8,848m, 세계 최고봉의 정상에서 재석씨는 어머니의 사진을 가슴에 품고 한참을 울었다.
2011	82568	49일		조영광	이요원, 조현재, 배수빈	
2011	78846	50/50	코미디, 드라마	조나단 레빈	조셉 고든 레빗, 세스 로건	생존율 50%의 희귀암 판정! 그 날 이후…… 100% 진짜 인생이 시작된다!하필, 27살 ‘아담’(조셉 고든 레빗)이다. 술도 마시지 않고 담배도 멀리하며 건강에 누구보다 자신이 있던 ‘아담’이 척추암에 걸렸다. 헌데, 억울할 새도 없이 애인은 금새 바람이 나고, 긍정종결자인 절친 ‘카일’(세스 로건)은 병을 이용해 여자를 꼬시라며 ‘아담’을 더욱 피곤하게 한다. 게다가, 초보 심리치료사 ‘캐서린’(안나 켄드릭)은 치료대신 묘한 설렘을 전해주는데……과연 이 남자가 찾아가는 행복은 어디쯤 있을까?2011 Hollywood Film Awards ‘주목해야 할 배우상(Hollywood Breakthrough Actor Award)’ 수상2011 워싱턴 DC 비평가협회(WASHINGTON, DC AREA FILM CRITICS ASSOCIATION AWARDS) 각본상 수상2011 전미 평론가 위원회(NATIONAL BOARD of REVIEW) 각본상 수상2011 전미 평론가 위원회(NATIONAL BOARD of REVIEW) Top 10 Independent Films 선정
2011	83511	51구역	공포, 스릴러	제이슨 코너리	브루스 박스라이트너, 레이첼 마이너, 제이슨 런던	음모와 비밀로 뒤섞인 51구역...과연 그 곳의 비밀은 밝혀질 것인가?미국 네바다 주 사막에 위치한 미군의 비밀 군사기지인 ‘51구역’. 이 곳은 주변에 민간인이 접근만 하더라도 즉시 사살한다는 경고 문구와 함께 항상 삼엄한 경비가 이어지고 있는 곳으로 유명하다. 철저한 보안 속에 ‘51구역’에 대한 의혹은 날로 더해가고 기지를 공개하라는 여론의 압박이 거세지자 미국 정부는 마지 못해 ‘51구역’을 여론에 공개하기로 하고, 유명 언론인 4명의 기지 방문을 허용한다. 하지만 이는 눈가림일 뿐 정부는 기지의 일부만을 공개함으로써 ‘51구역’에 대한 의혹과 음모론을 잠재우고자 하는 계획에 불과했던 것. ‘51구역’에는 어떤 비밀들이 잠들어 있으며 그 곳의 비밀들은 과연 밝혀질 수 있을 것인가?
