year	code	title	genre	directors	actors	story
2008	65610	007 퀀텀 오브 솔러스	액션, 모험	마크 포스터	다니엘 크레이그, 올가 쿠릴렌코, 마티유 아말릭	‘카지노 로얄’에서 최초의 임무를 성공적으로 완수한 007 제임스 본드. 하지만 첫사랑 베스퍼의 배신과 비극적인 죽음으로 강렬한 복수심에 휩싸인다. 한편, 진실을 밝히기 위해 M과 함께 수수께끼의 인물 미스터 화이트를 심문하던 중, 베스퍼를 죽음으로 몰고간 배후 세력이 생각보다 훨신 거대하고 위험한 조직임을 알게 된다. 게다가 MI6 내부에까지 세력이 침투해 있어 제임스 본드가 믿을 수 있는 사람은 아무도 없다는 게 밝혀진다. 비밀리에 단서를 쫓던 007은 MI6 내의 누군가가 테러 조직의 돈 세탁을 위해 아이티에 은행 계좌를 만들었다는 정보를 입수하고 곧바로 아이티로 향한다. 그곳에서 예상 밖의 아군 카밀을 만나게 되는데, 그녀 역시 독재자 메드라노 장군에게 온 가족을 몰살당한 뒤, 오직 복수만을 위해 그와 줄을 대고 있는 도미닉 그린에게 접근한다. 아이티로 날아온007은 카밀의 도움으로 마침내 냉혈한 비즈니스맨이자 조직의 배후 인물인 도미닉 그린에게 접근하는데 성공하지만, 조직의 명령을 거부하고 단독 행동에 나선 007은 CIA와 영국 정부에 쫓기는 신세가 된다. 한편, 오스트리아, 이탈리아, 남미로 이어지는 도미닉의 행로를 쫓던 007은 남미의 정권을 찬탈, 망명 중인 메드라노 장군을 복귀시키려는 계략을 꾸미고 있음을 알게 된다. 게다가 도미닉은 CIA와 영국 정부 고위층을 포함한 ‘퀀텀’이라는 비밀 조직을 결성, 세계에서 가장 중요한 천연 자원을 독점하려는 거대한 음모를 꾸미고 있었다. 배신과 살인, 음모가 난무하는 가운데, 이제 누구도 믿지 못하게 된 007은 진실을 밝히기 위해 CIA, 테러범, 그리고 심지어 M보다 한발 앞서 도미닉이 이끄는 사악한 조직 ‘퀀텀’을 제거하기 위해 직접 살인을 하거나 본인의 목숨을 내 놓아야 하는 지경에 처하는데...
2008	68686	10,000 BC	모험, 드라마	롤랜드 에머리히	스티븐 스트레이트, 카밀라 벨, 클리프 커티스	인간과 동물 모두 야생의 본성이 살아 있고 거대한 맘모스가 지축을 흔들며 땅 위에서 공존했던 시대. 산에 사는 작은 부족의 젊은 청년 들레이(스티븐 스트레이트)는 아름다운 에볼렛(카밀라 벨)을 사랑한다. 하지만 낯선 전사들이 부족을 급습하고 에볼렛을 납치해가자 들레이는 살아남은 부족들과 함께 그녀를 구출하기 위해 세상 끝으로의 힘든 여정을 시작한다. 미지의 세상에 발을 들여놓은 들레이와 부족민들은 그곳에 문명이 태동하고 있고, 자신들은 알지 못했던 세상이 존재한다는 사실을 깨닫는다. 노예 사냥꾼들에게 가족, 형제자매를 빼앗긴 부족의 전사들은 들레이와 함께 싸울 것을 맹세한다. 여정의 끝, 그들은 피라미드가 하늘 높이 솟아있는 미지의 땅에서 사악하지만 강력한 제국과 부족의 미래를 놓고 운영을 건 대혈투를 벌인다. 그들의 형제자매들을 노예로 삼은 신을 상대로 과연 승리할 수 있을 것인가…
2008	47324	100 피트	공포, 스릴러	에릭 레드	팜케 얀센, 바비 카나베일	남편을 살해한 죄로 가택 연금형을 선고 받은 마니 왓슨(팜케 얀센 분)은 발목에 전자 발찌를 한 채 100피트 안에서 벗어날 수 없는 처지다. 그러던 어느 날, 집 안에서 정체불명의 누군가가 그녀를 위협하기 시작하고, 오직 살아남기 위한 필사의 사투를 벌이게 되는데...
2008	68880	1724 기방난동사건	코미디, 액션, 모험	여균동	이정재, 김석훈, 김옥빈	경종 집권 말기, 노론과 소론간의 당쟁이 절정을 이루며 구름이 드리워진 궁궐 앞! 당파싸움은 사건 축에도 못 끼는 난장이 일 듯한 기운에 조선이 바짝 긴장하기 시작하는데…! 한양의 중심에 자리한 기방 명월향에 평양 기생학교 최우수 졸업생 ‘설지’(김옥빈)가 스카우트 되면서 하릴없이 맞짱을 일삼던 마포 명물 ‘천둥’(이정재)의 마음을 단번에 사로잡는다. ‘설지’ 역시 무게만 잡는 남아들 틈에서 질리던 차, 그 어느 것에도 얽매이지 않은 자유로운 기개를 얼핏 품은 듯한 ‘천둥’에게 눈길 한번 줄 수 밖에 없더라. 그러나 이 두 사람 사이에는 잘못 건드리면 뼈도 못 추린다는 186:1 결투의 주인공 명월향의 주인 ‘만득’(김석훈)이 자리하고 있으니! 세 사람의 얽히고 설킨 운명의 난동이 벌어질 수 밖에 없는 흐름일 터. ‘설지’ 생각만으로도 벅찬 ‘천둥’은 여느 때처럼 생각 없이 휘두른 주먹 한 방으로 뜻하지 않게 조선 주먹계의 명가 양주파 두목 ‘짝귀’를 쓰러트려 임시직 큰형님이 되어버리고, 겉으로는 번듯하지만 속을 들여다보면 야봉파의 두목이요 양반네들 권력까지 손아귀에 넣고픈 야심가 ‘만득’과 피할 수 없는 라이벌 구도를 이루게 되니! 두 사람 사이에서 고고하게 운신하던 설지는 이건 무슨 춘향과 이도령도 아니고 이수일과 심순애도 아닌 것이 참으로 야릇한 구도 속에서 애써 마음 추스리고자 고군분투 하는데… 본격적으로 시작된 천둥과 만득의 기싸움에 조선 전체가 술렁이기 시작하고 나라님마저 백성들의 소일이라 치부하기엔 대 놓고 앞에서 벌이니 외면할래야 할 수 없는 대형사건의 조짐이 슬슬 불어온다. 사태파악 하고자 하여도 이 날의 진실, 역사책에는 없다?!!! 아 놔~답답하도다! 1724년, 조선에서는 도대체 무슨 일이 벌어진 것일까? 2008년 12월, 눈과 귀가 번쩍 트일 사상초유의 맞짱을 맞이하라!
2008	48238	20세기 소년	SF, 판타지, 모험, 미스터리	츠츠미 유키히코	카라사와 토시아키, 토요카와 에츠시, 토키와 타카코	세계를 잠식해가는 ‘친구’의 등장... 소년들의 ‘예언’이 현실로 뒤바뀌는 순간, 지구종말은 시작된다! 1997년 도쿄. 한때 록스타를 꿈꾸었지만 이젠 평범한 소시민이 된 켄지는 동창생 동키의 자살소식을 접한다. 그러나 켄지는 동키의 편지를 통해 그가 살해당했음을 확신하고 어릴 적 친구들과 함께 사건을 추적해나가던 중 놀라운 사실을 알게 된다. 바로 ‘친구’라 불리는 정체불명의 남자를 따르는 추종자들이 서서히 전세계를 장악하고 있다는 것. 그리고 이 모든 일들이 바로 켄지 자신이 30여 년 전, 21세기를 상상하며 그렸던 ‘예언의 서’와 똑같다는 사실에 경악한다. 만약 이대로 ‘예언의 서’가 실현된다면 인류는 2000년 12월 31일, 절대악인 ‘친구’에 의해 멸망하게 된다. 마침내 그날! 도쿄 시내에 거대한 로봇이 나타나고 죽음의 바이러스를 퍼트리려 하는데... 과연, 켄지와 친구들은 ‘친구’의 지구종말계획을 막을 수 있을 것인가?
2008	69040	21	범죄, 드라마	로버트 루케틱	짐 스터게스, 케이트 보스워스, 아론 유	{“위너, 위너, 치킨 디너! (승자, 승자, 닭고기 저녁)”. 그 말이 밤새 머리 속에 맴돌았다. 그건 베가스의 전통인데, 왕년의 카지노 관리자에게 물어보면 알 것이다. 중국인 딜러 오피니온이 지어냈다고 한다. 그는 블랙잭이 나올 때마다 외쳤다고. 그게 40년 전인데, 아직도 통한다. “위너, 위너, 치킨 디너!” 그날 밤 14번은 들었다. 우선, 내가 하던 일은 불법이 아니었다. 그걸 찾아낸 사람들과 모임이 있었고 합법적이지만 아무나 할 수 있는 건 아니다. 타고난 재능이 있는 사람들만 가능했으며, 나는 재능이 있었다. 그래서 이런 난장판에 빠져들게 되었다. 나는 카드를 셌고, 64만 달러 이상을 땄다.} MIT 졸업과 동시에 하버드 의대 입학을 앞둔 수학천재 ‘벤’. 그의 뛰어난 수학능력을 탐내는 ‘미키’ 교수는 비밀리에 활동하는 MIT 블랙잭팀에 가입할 것을 권한다. 30만 달러의 등록금이 절실히 필요했던 벤은 결국 유혹을 거절하지 못하고 팀에 가입한다. 팀의 리더이자 블랙잭의 허점을 간파한 미키 교수는 최고의 수재들만을 선발해 앞으로 나올 카드와 자신의 승률을 예측할 수 있는 ‘카드 카운팅’ 기술, 그리고 팀의 ‘비밀 암호’를 철저히 훈련시킨다. 신분을 위장하여 주말마다 라스베가스로 날아가 어마어마한 돈을 벌어들이는 MIT 수학천재들. 하지만 호화로운 세계에 빠져 짜릿한 나날을 보내는 것도 잠시. 카드 카운팅을 엄격히 단속하고 있는 카지노측의 베테랑 보안요원 ‘콜’이 이들의 비밀 행각을 눈치채면서 최강의 블랙잭팀은 위기를 맞는데…
2008	69798	27번의 결혼 리허설	멜로/로맨스, 코미디	앤 플레쳐	캐서린 헤이글, 제임스 마스던	‘제인’이라는 이름만큼이나 평범한 삶을 살아가고 있는 저를 소개해요. 결혼하기 딱 좋은 나이에 아늑한 아파트와 누구나 부러워하는 직장 거기에 사교적인 성격까지 남들은 저를 보고 성공한 뉴요커라 하지만 실상은 아니예요. 저의 주체할 수 없는 오지랖 때문에 남들 챙기기에 바빠 정작 저의 사랑과 행복은 찾을 수 없으니까요. 특히, 하루가 멀다 하고 벌어지는 결혼 들러리는 저의 필수 코스죠. 두 탕씩은 물론이고 결혼식장을 오가는 택시 안에서 옷 갈아 입는 것도 예사가 되어 버렸어요. 그날도 정신없이 두개의 결혼식을 오가다 저의 빡빡한 결혼 스케줄이 적혀있는 다이어리를 잊어버렸어요. 오~ 이런! 하지만 다행히 다이어리를 돌려준다는 연락이 왔어요. 그런데 다이어리를 돌려주는 이 남자  며칠 전 결혼식장에서 만난 그 까칠남. 더욱이 저에게 접근하는 그에게 수상한 냄새가 나네요. 한편, 저의 유일한 동생이자 저의 모든 것을 양보했던 동생 테스가 유럽에서 돌아오면서 저의 완벽했던 삶이 뒤죽박죽 엉켜 버렸어요. 바로 제가 오랫동안 오매불망 짝사랑 했던 완소 매력남 조지가 초절정 섹시녀 테스에게 한눈에 반해 버린 거죠. 오 마이 갓! 이제껏 남들을 위해 살아왔던 결과가 이거라니 허탈감이 몰려오네요. 그래서 결심했어요. 그 동안 놓쳤던 저의 사랑과 행복을 잡겠다고 하지만 오지랖의 여왕인 제가 과연 찾을 수 있을까요?
2008	66102	3:10 투 유마	액션, 범죄, 서부	제임스 맨골드	크리스찬 베일, 러셀 크로우	서부 일대를 두려움에 몰아넣은 악명 높은 전설의 무법자 벤 웨이드(러셀 크로우)가 아리조나주에서 체포되자, 그를 유마의 교수대로 보낼 호송대가 조직된다. 평범한 가장 댄 에반스(크리스챤 베일)는 가족의 생계를 위해 목숨을 건 호송 작전에 자원한다. 3시 10분 유마행 열차에 도착하기까지 주어진 시간은 단 72시간! 벤 웨이드의 끈질긴 탈출시도와 그의 부하들의 필사적인 추격과 복수 속에 대원들은 하나 둘 목숨을 잃어가는 최악의 상황이 이어지는데… 과연, 댄은 3시 10분 유마행 열차에 벤을 태울 수 있을까?
2008	67085	4개월, 3주... 그리고 2일	드라마	크리스티안 문쥬	아나마리아 마린차, 로라 바실리우, 블라드 이바노브	4개월의 끝, 막다른 골목… 3주의 선택… 그리고 남은 2일. 1987년, 차우세스쿠 독재정권으로 임신중절이 금지되었던 루마니아. 대학 기숙사 룸메이트 여대생 오틸리아와 가비타는 시내의 허름한 호텔을 예약한다. 원치 않는 임신을 하게 된 가비타의 임신중절을 위해서이다. 어렵게 구한 돈으로 임신중절을 하기로 한 날, 불법으로 임신중절을 해주기로 한 베베를 만나지만 임신 2개월이라 속였던 가비타의 임신 4개월이 들통나고, 베베는 돈 대신 더 큰 것을 요구하는데… 영화제 소개글. 공산주의 시대 부쿠레슈티 비밀 경찰의 부조리를 다룬 이 칸영화제 황금종려상 수상작은 루마니아 영화의 부상의 대표적인 사례이다. 가비타가 불법 낙태를 받기 위해 찾아 나선 과정이 이야기를 축으로, 구 소련권이 쇠퇴하던 시기의 생존에 대한 고찰을 보여준다.
2008	51389	4요일	공포, 스릴러	서민영	정운택, 임예원, 이재용	부상으로 은퇴한 전직 야구선수, 시한부 인생을 선고 받은 암환자, 성적을 비관한 여고생 등 인터넷 자살 동호회에서 만난 11명의 사람들이 ‘자살’을 위해 폐교에 모였다. 죽음을 위해 원하는 방식에 따른 도구와 순서까지 철저한 준비를 마친 그들은 마지막 만찬을 하며 서로의 사연들에 귀 기울인다. 드디어 첫 번째 자살신청자가 목을 매는 순간, 밧줄은 힘없이 풀려 자살은 실패로 돌아간다. 그리고 같은 시간, 열 번째 자살신청자가 옥상에서 떨어져 죽는 사고가 발생한다. 철저한 준비를 했다고 생각한 그들은 술렁이기 시작한다. 매고 있던 밧줄은 어떻게 풀어졌는지, 같은 시간 벌어진 죽음은 어떻게 설명할 것인지… 사람들은 자살도우미를 의심하지만 그들 조차 죽음을 당하게 되자 살인이라고 밖엔 설명이 안 된다. 고립된 폐교. 그들 말곤 아무도 없다. 그렇다면 범임은 우리 안에? 허둥대는 사이 하나 둘 살인은 계속되고 사람들은 서로를 의심하며 점점 미쳐간다. 평온한 끝을 원했던 자들의 마지막 밤은 잔인한 피로 물들고, 스스로 목숨을 끊기 위해 모였던 사람들은 이제 어떻게든 살기 위해 발버둥친다.
