year	code	title	genre	directors	actors	story	
1992	62468	11낮 11밤 2		조 다마토	크리스틴 로즈	
1992	12369	1492 콜럼버스	모험, 드라마	리들리 스콧	제라르 드빠르디유	서쪽 바다로 항해하면 인도에 도착한다는 신념을 가지고 에스파냐(스페인) 왕국으로 이민 온 이태리 출신 탐험가 콜럼버스(Columbus: 제랄드 드빠르듀 분)는 그의 어린 아들인 페르난도를 데리고 바다를 바라보다가 지평선 너머로 사라지는 배의 모습을 보고 지구가 둥글기 때문이라는 확신을 가지면서 자신의 의지를 더욱 불태운다. 15세기말 유럽은 마르코 폴로의 동방 견문록에 영향을 받아 아시아에 대한 동경으로 가득 차 있었지만 아프리카의 희망봉을 돌아가야 하는 뱃길로는 너무 멀어서 새로운 길을 찾고 있었다. 그러나 서쪽 바다로 항해한다는 것은 상상조차 할 수 없는 일이었다. 지구는 평평한 땅이라 끝까지 가면 지옥으로 떨어질 것이며 그곳에는 괴물이 살고 있다는 공포와 미신이 난무했고 기존의 권리와 질서를 유지하려는 귀족들의 탁상공론까지 콜럼버스의 제안에 제동을 건다. 당시 카스티야 왕국과 아라곤 왕국이 합병된 에스파냐를 통치하고 있던 이사벨라 여왕(Queen Isabel: 시고니 위버 분)은 콜럼버스의 계획을 지원하여 1492년, 드디어 산타마리아 호를 비롯한 3척의 배로 항해를 시작한다. 극심한 공포와 난관을 헤치면서 예정의 2배가 넘는 2개월여 동안 서쪽으로 항해하던 콜럼버스 일행은 태초의 모습을 간직한 과나하니(산살바도르) 섬을 발견하고 그곳을 인도의 일부라 생각하고 식민지로서 개척하는데.
1992	10740	JFK	범죄, 드라마, 미스터리, 스릴러	올리버 스톤	케빈 코스트너	{저항해야 할 때 침묵하는 것은 비겁한 죄악이다(To Sin By Silence When We Should Protest Makes Cowards Out Of Men) - E.W. 윌콕스(Ella Wheeler Wilcox)} 1963년 12월 22일 오후 12시 30분, 텍사스주, 달라스. 눈부신 햇살를 받으며 달리 풀라자를 달리는 콘버터블 리무진을 향해 세 발의 총탄이 날았다. 첫 총탄은 케네디(John F. Kennedy: 스티브 리드 분)를 명중시키고, 앞자석에 타고 있는 텍사스 주지사 코날리에게 명중하여 나갔다. 다른 한 발은 표적이 빗나가 길에 맞았고 콘스탄트 파편이 튀어 서있던 사람의 뺨에 튀었다. 느리게 움직이고 있던 차가 나무판자 있는 곳에 왔을 때 또 한발의 강력한 총탄이 그의 머리에 명중했고, 대통령의 몸을 뒤로 밀어냈다. 그리고 총격이 있은지 2시간도 채 지나지 않아 24세의 백인 남자가 체포되었는데 해병대 출신의 하비 오스왈드(Lee Harvey Oswald: 게리 올드만 분)는 한때 소련에 망명한 적이 있으며, 그해 여름에는 뉴올리언즈에서 카스트로 지지운동을 하기도 했었다. 그러나 23시간 동안 계속된 수사에서, 오스왈드는 계속 “아무도 쏜 적이 없다”고 주장했다. 그로부터 2일 뒤, 경찰서에서 호송되던 오스왈드는 텔레비젼으로 중계되는 앞에서 총에 맞아 사망했다. 그를 쏜 것은 잭 루비(Jack Ruby: 브라이언 도일-머레이 분)라는 자로 스트립 쇼를 하는 술집 주인이었다. 그리고 잭 루비 역시 곧 감옥에서 사망했다. 뒤를 이어 대통령이 된 린드 비 죤슨은 국내 여론과 외국의 의심을 무마하기 위해 급히 이 사건을 수사하기 위한 진상조사 위원회를 열었다. 대법원의 얼 워렌 판사를 의장으로 하는 이 위원회에서는 목격자들의 증언을 포함한 여러 자료를 토대로 ‘워렌 보고서’를 작성, 이 사건이 오스왈드의 단독범행이라고 결론지었고, 이 사건은 공식적으로 끝났다. 그러나 그 뒤로 수많은 학자와 수사관들은 이 위원회의 수사방법에 의문을 제기했고, 자기 나름대로의 수사를 시작했다. 그들 중의 한 사람이 짐 개리슨(Jim Garrison: 케빈 코스트너 분) 검사로 그는 JFK 암살 사건의 배후인물을 재판장에 최초로 세운 사람이다. 이때 게리스 검사에게 새로운 정보를 제공해 주는 X(X: 도날드 서덜랜드 분)라는 인물이 등장한다. 마치 &amp;lt모두가 대통령의 사람들&amp;gt에 등장하는 두 기자에게 정보를 제공해 주어었던 딥스 루트같은 인물이다. X는 게리스에게 누가, 어떻게 케네디를 죽였는가가 중요한 것이 아니라 “왜 케네디를 죽였는가”가 사건의 본질이라고 얘기하면서 게리슨에게 당신의 승리는 예측할 수는 없지만은 사실을 들어내는 것만으로도 충분한 의미가 있다면서 그를 격려한다. 하지만 게리슨이 유력한 증인으로 법정에 세우고자하는 사람은 차례로 의문사 당하고 게리슨 팀 내에서 조차 내분이 일어날 정도로 게리슨은 곤궁에 처한다. 63년에 일어나 종결 된 지 6년 후인 1969년 게리슨은 JFK 저격사건의 배후 인물로 남부지역에서 입김이 센 경제인 클레이 쇼(Clay Shaw: 토미 리 존스 분)를 기소해서 법정에 세운다.
1992	16808	가슴에 돋는 칼로 슬픔을 자르고	드라마	홍기선	조재현, 홍석연, 박종철	배 일자리를 구하기 위해 목표에 온 재호(조재현 분)는 악덕소개업자의 마수에 걸려 현대판 노예선이라 불리는 새우잡이 배를 타게 된다. 그 배에는 15세 가출 소년(장민성 분), 나이든 천씨(박종철 분), 원양어선을 타러 왔다가 속아서 온 길재(홍석언 분), 그리고 전과자 수배를 받고 있는 정복춘(최동준 분)이 타고 있었다. 망망대해 청령호에서 고된 생활 중 길재가 탈출을 시도하지만 실패하고, 이때 배에는 푼수같은 청년 달수(이희성 분)가 끌려온다. 또한 재호는 동력선을 빼앗아 탈출을 시도하지만 정복춘의 배신으로 사공이 먼저 눈치를 채 실패하고 만다. 그래서 재호는 전과는 달리 사공에게 싹싹하게 행동을 바꾸고, 소년과 달수는 그런 재호를 경멸한다.어느날 선주와 선장은 재호에게 새로운 사공이 되어줄 것을 제의하고, 재호는 사공으로 선원들을 감시하며 작업을 시키면서 틈틈히 탈출 계획을 세운다. 드디어 재호는 선원들을 모아 놓고 함께 탈출할 것을 제안하는데, 그러나 예상치 못했던 어두운 그림자가 서서히 다가온다.
1992	89324	가을 여자	드라마	이근용	김영애, 강현석, 홍진희	어느날 갑자기 혼자가 된 중년 여인이 사랑과 행복을 되찾아가는 내용
1992	11514	가을 여행	드라마	곽재용	이미연, 이경영, 김민종	스승의 마지막 비밀을 간직한 천호, 아버지를 악당들에게 잃은 소연, 7년전 잃어버린 동생을 찾는 국영, 집과 학원의 무관심으로 가출한 채영, 입대전 20살의 마지막 꿈을 태우는 종수, 이들은 서로 다른 목적으로 여행을 시작한다. 컴퓨터 디스켓에 담겨 있는 비밀을 캐내려고 찰거머리처럼 뒤쫓는 악당을 피해야하는 상황에서도 국영의 동생을 찾아주려 애쓰는 이들은 가는 곳 마다 악당과 부딪힌다.또 하나의 말썽은 고집스런 소연이다. 조금만 틈이 있어도 악당들은 그녀를 인질로 잡고,그로 인해 다른 일행도 위험한 고비를 몇 번이나 넘긴다. 그러나 기발한 아이디어로 악당들을 물리치고 디스켜의 비밀을 풀어낸 이들은 어느새 서로를 사랑하고 있음을 깨닫는다.
1992	11763	가자왕	액션, 코미디	여대위	유가량, 원진, 나미미	귀족 학교를 다니는 옥서는 만화 작가가 되고싶어 하지만 그의 아버지는 그가 의학 공부에 전념 해 주기를 바란다. 그러던 어느날 옥서는 갑부 왕씨집으로 아르바이트를 하러갔다가 그곳에서 우연히 왕씨가 인신매매를 하고있음을 알게된다. 그리고, 왕씨의 하여 소여에게 한눈에 반해버린 그는 왕씨가 소여를 창녀로 팔아버리려는 계획을 알고, 그녀를 구출하러 나서나 오히려 호되게 당하고만다. 게다가 옥서의 아버지마저 왕씨의 부하들에게 당하게되자 옥서는 육체미 도장 J. P의 도운을 받아 인신매매 조직인 왕씨일파와 대적할 결심을 한다. 그러나, 가공할 '전갈신권'을 구사하는 왕씨의 아들때문에 모든일은 여의치 않았다. 한편, 옥서아버지 친구인 일숙은 옥서에게 운동보다는 식당주방일을 권하게 된나 왕씨 아들의 모용과 행패를 보다못해 옛 청룡파의 킬러라는 자신의 정체를 밝히고 왕씨아들과 처절한 혈투를 벌인다. 여기에 주인공 옥서가 스스스로 터득한 포복절도 할 '장어권법'이 등장하게 되는데.
1992	12038	가진 것 없소이다	코미디	임선	엄도일, 박근형, 박재영	바다에 실려온 한 여인의 몸속에서 태어난 강타는 외딴섬 암자에서 도를 닦는 항복스님에 의해 우리 고유의 무술인 택견을 연마하며 성장한다. 그의 나이 24세 되던 어느날 학봉스님은 색바랜 쪽지를 건네주며 어머니의 과거와 출신성분을 알아오라고 한다. 서울에 입성한 그는 야바위꾼, 깡패, 날치기 등 사회를 좀먹는 인간 군상들을 신기에 가까운 무술로 통쾌하게 굴복시켜 바로 잡는다. 한편 어머니의 과거를 추적하던 강타는 김용이란 자가 돈에 눈이 어두워 어머니 민혜숙을 죽이기 위해 바닷속으로 떨어뜨렸다는 사실을 알게 된다. 강타는 복수를 결심한다. 한편 김용도 강타가 자신의 아들임을 알면서도 자신의 과거가 폭로될까봐 사람을 시켜 강타를 죽이려한다. 하지만 강타는 오히려 김용의 친구와 부하들을 모두 때려 눕히고 외할아버지 민회장에 모든 사실을 폭로한다.
1992	11566	가출 소년과 쌍코 대작전	코미디	곽소동	이건주, 최형선, 곽성호	MBC <한지붕 세가족>의 아역스타 순돌이 이건주가 주연한 아동 영화. 조그만 바닷가 중소 도시에 천애 고아인 저능아 점백이는 천덕꾸러기 생활 속에서도 그동네 개구장이들과 사귀게 된다. 정의감과 깊은 우정이 넘치는 개구장이 리더인 순돌은 부모를 일찍 여의고 불쌍한 어린 동생과 함께 고아원에서 고모댁으로 옮겨와 고모부의 갖은 학대와 구박속에서도 꿋꿋이 살아가며 착하고 외로운 점백이와 친형제처럼 지낸다. 어느날 동네묘지에 나타나는 괴사나이의 정체에 흡혈귀신의 소동으로 동네는 불안에 휩싸인다. 정의감과 모험심이 넘치는 순돌은 친구인 점백이와 이티, 민지 등과 결사의 모험으로 괴물의 정체를 묘지에 잠복하여 서서히 밝혀간다. 그들의 정체는 흡혈귀가 아닌, 탈옥범들! 순돌이의 친구 수비는 과거 검사 출신 아버지 일로 과수원 저택이 불타고 자동차가 폭발하여 가족이 엄청난 보복을 당한다. 점백이는 사건의 누명을 쓰고 철장 신세지만 요절복통할 개구장이 순돌을 고모부의 잔인한 학대에 못이겨 불쌍한 어린 동생을 남겨두고 눈물속에 가출한다. 탈옥한 괴사나이에게 납치당한 순돌, 점백, 이티는 무인도의 동굴로 끌려가 감금되어 무서운 린치 속에 혹사당한다. 하지만 점백이는 엄청난 괴력과 용기, 지혜를 모아 괴사나이를 물리치고, 탈출에 성공, 경찰 경비정의 도움으로 무사히 귀사한다.
1992	11090	강아지를 타고 온 건달들	코미디, 미스터리	유진 레비	존 캔디, 제임스 벨루시, 숀 영	애인을 찾아 미국에서 로마에 온 노처녀 피비(Phoebe: 숀 영 분)은 우연히 강아지 한마리를 발견한다. 신문에서 그 강아지가 몬데 칼로의 귀부인의 것임을 알고 근처에서 만난 줄리안(Julian Peters: 리차드 루이스 분)과 현상금을 타기위해 몬테 칼로로 향한다. 귀부인의 저택에 도착한 두 사람은 차고 앞에서 여자 시체의 손을 발견하고 질겁해서 도망을 친다. 피비는 놀란 나머지 가방을 차고 앞에 두고 나오는데 바로 이 가방에 시체가 담겨져 또 다른 관광객의 손에 들어가게 된다. 카지노에서 여행 경비마저 모두 날리고 아내가 있는 호텔로 돌아가지도 못하는 닐(Neil Schwary: 제임스 벨루시 분)은 거리에서 가방 하나를 줍게 된다. 그것을 하늘이 내린 기적의 돈 가방으로 알고 호텔로 가져와 보니 여자의 토막시체가 들어있다. 결국 아내(Marilyn Schwary: 시빌 쉐퍼드 분)와 시체가 든 가방을 버리기 위해 기차를 탔다가 세관원에게 적발돼 살인용의자로 체포된다. 또 한 명의 노름꾼 오기(Augie Morosco: 존 캔디 분)는 줄리안에게서 강아지를 사려고 성냥갑에 연락처를 적어준 것이 화근이 되어 역시 살인 사건 연루자로 연행된다. 귀부인의 애인인 알퐁소(Alfonso De la Pena: 죠지 해밀턴 분) 역시 사건 당일 저택에 들렀다가 살인혐의를 받고 체포된다. 그러나 보나르 경감(Inspector Bonnard: 지안카를로 지안니니 분)은 명석한 추리력과 기지로 저택의 집사와 하녀가 범인임을 밝혀내고 용의자로 고초를 겪은 사람들에게 위로 파티를 열어준다.
