8690,난 무료로 봐서 잼있었다 이정도면 꽤 볼만 했어. 한국 관객들 수준이 너무 높아 졌다 ㅋㅋ 영상미도 꽤 훌륭했고 전반적인 줄거리가 좀 아쉽지만 이정도 배우로 영화를 찍었다면 감독이 이야기 하고 싶은 것보다 관객이 보고 싶은 것에 좀 더 초점을 맞추는 것이 어땠을까? 하는 아쉬움이 남는다,1
8691,진짜 다들 눈높으가 높으신듯 저는 진짜 잼있게봤는데 ㅠㅠ,1
8692,애새끼 진심 진작에 죽여버렸으면 됐을텐데 기분 더럽게 만드는 영화네 이딴걸 어휴 애새끼 죽이고싶다 진심,0
8693,평점 알바들 고생한다 ㅋㅋ,0
8694,배우들 연기가 좋고 정말 재밌을뻔 했다. 내가 뭘 본거지라고 생각하게 만드는 엔딩.,0
8695,부담없이 보기에 좋았습니다. 재미있습니다. 보세요~ 후회는 안할거 같아요,1
8696,영화 넘재미있어요~ 오늘봤는데 또보고싶네요 ^^,1
8698,재미 있게 봤어요 즐겁게 볼수 있는 영화예요.,1
8699,시작부분 넘 좋았는데 중간에 좀 늘어지는 느낌이 아쉬웠습니다~ 그래도 전체적으로 즐겁게 잘봤습니다 ^^,1
8702,난 좋았는데 요즘 사람들 왜케 화가 나있음.. 재밌었어요 완전 펑펑 울기도 했고,1
8703,이정재 배우로서 좋아했는데 이런 능력이 있을줄은 몰랐네요 점점 조여가는 분위기도 좋았고 인물간의 갈등도 잘 표현된거 같아요 오랜만에 재밌게 본 한국액션스릴러네요 다음작품도 기대중,1
8704,약간 마녀3 예고편같은 느낌이 있음 근데 재밌음,1
8705,가슴이 뜨거워지는 영화 노장은 죽지않았다,1
8706,ㄹㅇ 개재미있음! ㄹㅇ 얼굴 보는 것도 진짜 ㅈㄴ 황홀하고 코믹하고 그냥 북치고 장구치고 갸꿀잼!,1
8708,너무재밌게봤어요 차승원연기에 감탄하면서 봤네요 이거 시골에 살았던 사람은 진짜 차승원이 시골 무식하고 찌질한 노총각 연기를 얼마나 잘하는지 더 잘알거에요.ㅋ,1
8709,썬더가 아인이를 지켜주고 놀아주는 장면도 좋았어요. 썬더와 가드의 케미도 재미있었어요! 가드가 이인에게 해주는 것도 약간 츤데레 느낌(?)도 좋았어요~ 김태리와 류준열의 케미도 재미있었어요!계속 왔다 갔다 해서 좀 그럴수도 있지만 내용도 저한테는 재미있게 느껴줬어요 ^^ 그리고 2번 보면 더 재미있어요! 한번 봤는데 재미있는걸 못 느끼 셨다면 한번 더 봐보세요~,1
8710,이 영화를 총 세 번 봤다. 학생때 한번 20대초에 한번 그리고 오늘. 볼 때마다 새롭다. 그리고 아직 한국의 괴물은 그대로 있다.,1
8711,경찰에 신고는 왜 이렇게 안 할까,0
8712,중국에서 만든 영화인가,0
8713,한 배우의 첫 감독작이다 물론 대사가 나 또한 내 귀가 잘못됐나 싶을 정도 잘 들리진 않았지만 이정재란 배우가 감독으로써 충분히 모든 이들이 공감하고 꽤 완성도 있다는 건 다들 인정한다고 생각 든다 정재형 화이팅 ㅎ,1
8714,개연성 없는 스토리. 한국을 미개한 비문명 사회로 표현함. 어이가 없어서 웃음이 남 ^^ 앤 해서웨이 내가 좋아하는 배우인데 좋은 작품만 찍어주었으면 앤 해서웨이가 저런 장면 찍으면서 무슨 생각할지 궁금함. 그래도 열정적으로 앤 해서웨이에게 1점.,0
8715,주식 관련 영화 찾다가 봤는데 그것관 별개로 잼있게 봤어요.,1
8716,20번은 본 거 같은데 볼 때마다 감동.영화 한 번 보면 다신 안 보는데 이 영화는 20번을 봐도 볼만하네 ㅋ,1
8717,눈도 호강 연기력도 모두 짱~ 넘 재밌게 봤어요,1
8718,저는 1보다 훨씬 더 재미있게 봤어요~! 하나도 안 지루하고 개존잼,1
8719,잘생겼다로 시작 잘생겼다로 끝남,1
8721,하정우 정말 선수 출신인 것만 같아 어떻게 매 작품마다 그 사람 자체가 되는 거죠?! 진짜 대단한 배우! 매력 철철!,1
8722,초반의 긴장감이 전부라서 아쉬운 영화입니다. 너무 많은 것을 표현하려다 모든 것이 무너진 화려한 배우진이 아쉬운 영화 입니다.,0
8723,평점 낮길래 기대 안하고 봤는데 재밌어요! 그것 재밌게 봤으면 재밌게 볼 수 있을 듯,1
